Conference,YEAR,TYPE,ARCHITECTURE,TECHNOLOGY,AREA,SNDR_plot_dB,P_fsnyq_pJ,fin_hf_Hz,fsnyq_Hz,FOMW_hf_fJ__conv_step,FOMS_hf_dB,TITLE,ABSTRACT,AUTHORS,sndr_a,p_fs_pJ_a,sndr_b,p_fs_pJ_b,SNR_a,f_a,SNR_b,f_b,ff,Envelope_a,Envelope_b
ISSCC,2019,OS,"SAR, TI",0.04,0.06,70.4,130,6000000,100000000,48.03981673,166.2502665,A 50MHz-Bandwidth 70.4dB-SNDR Calibration-Free Time-Interleaved 4th-Order Noise-Shaping SAR ADC,"In Paper 20.3, the University of Michigan shows how time-interleaving can be combined with noise-shaping for the first time-interleaved noise-shaping SAR ADC. Implemented in 40nm CMOS, the design achieves 70.4dB SNDR in a 50MHz bandwidth while sampling at 400MS/s and consuming 13mW.","Lu Jie, Boyi Zheng, Michael P. Flynn",,,,,,,,,,,
ISSCC,2019,OS,SDCT,0.007,0.056,74,76,7000000,50000000,18.5546875,172.1815641,An 8×-OSR 25MHz-BW 79.4dB/74dB DR/SNDR CT ?? Modulator Using 7b Linearized Segmented DACs with Digital Noise-Coupling-Compensation Filter in 7nm FinFET CMOS,"In Paper 20.4, MediaTek shows the first 7nm ADC at ISSCC, using a linearized DAC and digital noise coupling compensation. The design achieves 74dB SNDR in a 25MHz bandwidth while consuming only 3.8mW.","Tien-Yu Lo, Chan-Hsiang Weng, Hung-Yi Hsieh, Ding-Yang, Wang, Yun-Shiang Shu, and Pao-Cheng Chiu",,,,,,,,,,,
ISSCC,2019,OS,SDCT,0.028,0.085,76.6,292,6000000,100000000,52.84573572,168.9358715,A 76.6dB-SNDR 50MHz-BW 29.2mW Noise-Coupling-Assisted CT Sturdy MASH ?? Modulator with 1.5b/4b Quantizers in 28nm CMOS,"In Paper 20.5, the University of Macau demonstrates a 4th-order sturdy-MASH DSM using a noise-coupling technique with a zeroth-order second stage. The design achieves 76.6dB SNDR in a 50MHz bandwidth consuming 29.2mW of power, without requiring any DAC calibration or error shaping.","Liang Qi, Ankesh Jain, Dongyang Jiang, Sai-Weng Sin, Rui P. Martins, Maurits Ortmanns",,,,,,,,,,,
ISSCC,2019,OS,SDCT,0.028,0.06,64.9,45.8,10000000,160000000,31.8910917,165.2798601,An 80MHz-BW 31.9fJ/conv-step Filtering ?? ADC with a Built-In DAC-Segmentation/ELDCompensation 6b 960MS/s SAR-Quantizer in 28nm LP for 802.11ax Applications,"In Paper 20.6, MediaTek shows a dual-mode delta-sigma including variable gain and filtering for an 802.11ax analog baseband. The 28nm design achieves 64.9dB SNDR in 80MHz bandwidth consuming 7.3mW of power, or 76.8dB SNDR in 10MHz bandwidth consuming 4.15mW of power.","Chi-Yun (Stanley) Wang, Jen-Huan Tsai, Sheng-Yuan Su, Jen-Che Tsai, Jhy-Rong Chen, Chih-Hong Lou",,,,,,,,,,,
ISSCC,2019,OS,SDCT,0.028,0.019,72.6,81.5,18000000,200000000,23.3778537,170.478124,A 72.6dB-SNDR 100MHz-BW 16.36mW CTDSM with Preliminary Sampling and Quantization Scheme in Backend Subranging QTZ,"In Paper 20.7, the University of Macau shows a wideband CTDSM with a preliminary sampling and quantization technique to increase the time available for quantization. The design, implemented in 28nm CMOS achieves 72.6dB SNDR in 100MHz bandwidth consuming 16.3mW of power.","Wei Wang, Chi-Hang Chan, Yan Zhu, and Rui Paulo Martins",,,,,,,,,,,
ISSCC,2019,OS,SAR,0.055,,78.8,3000,150,300,420.6659015,161.0344875,A 769?W Battery-Powered Single-Chip SoC with BLE for Multi-Modal Vital Sign Health Patches,"In Paper 22.1, imec introduces an SoC for concurrent and synchronized ECG, bioimpedance and PPG recording, incorporating accelerators and an ARM Cortex-M4f microprocessor. The SoC also includes cryptography IP and an SRAMbased PUF solution. The 4320×4320?m2 SoC consumes 769?W. The total average system power drawn from the battery, including LDO, LEDs and accelerometer is 2mW, allowing an operating time of more than 3 weeks on 2 ZnAir batteries.","Mario Konijnenburg, Roland van Wegberg, Shuang Song, Hyunsoo Ha, Wim Sijbers, Jiawei Xu, Stefano Stanzione, Chris van Liempd, Dwaipayan Biswas, Arjan Breeschoten, Peter Vis, Chris Van Hoof, Nick Van Helleputte",,,,,,,,,,,
ISSCC,2020,OS,VCO,0.028,0.003,39.3,6.9,10000000,200000000,91.55077844,147.9012091,A 240×192Pixel 10fps 70klux 225m-Range Automotive LiDAR SoC Using a 40ch 0.0036mm2 Voltage/Time Dual-Data-Converter-Based AFE,"In Paper 5.1, Toshiba describes a 240×192 pixel automotive LiDAR SoC capable of 225m maximum range distance at 10fps, while operating at up to 70klux ambient light based on 40-channel voltage/time dual-data-converter-based AFE.","Satoshi Kondo, Hiroshi Kubota, Hisaaki Katagiri, Yutaka Ota, Masatoshi Hirono, Tuan Thanh Ta, Hidenori Okuni, Shinichi Ohtsuka, Yoshinari Ojima, Tomohiko Sugimoto, Hirotomo Ishii, Kentaro Yoshioka, Katsuyuki Kimura, Akihide Sai, Nobu Matsumoto",,,,,,,,,,,
ISSCC,2020,OS,"Incremental, SDCT",0.055,0.5852,101.9,253000,2000,4000,2484.232275,164.8627884,A Current-Sensing Front-End Realized by A Continuous-Time Incremental ADC with 12b SAR Quantizer and Reset-Then-Open Resistive DAC Achieving 140dB DR and 8ppm INL at 4kS/s,"In Paper 9.1, MediaTek demonstrates a 140dB DR current measurement continuous-time incremental ADC that uses a 12b DSM and achieves an 8ppm INL at 4kS/s.","Su-Hao Wu, Yun-Shiang Shu, Albert Yen-Chih Chiou, Wei-Hsiang Huang, Zhi-Xin Chen, Hung-Yi Hsieh",,,,,,,,,,,
ISSCC,2020,OS,SDCT,0.065,0.28,99.4,2790,12000,48000,36.59123378,181.9310644,A 134?W 24kHz-BW 103.5dB-DR CT ?? Modulator with Chopped Negative-R and Tri-Level FIR DAC,"In Paper 9.2, Yonsei University presents an audio-band CT ?? modulator with chopped negative resistors that achieves a 99.4dB SNDR while consuming 134?W.","MoonHyung Jang, Changuk Lee, Youngcheol Chae",,,,,,,,,,,
ISSCC,2020,OS,SAR,0.04,0.061,90.5,843,40000,80000,30.7700178,178.2340009,A 40kHz-BW 90dB-SNDR Noise-Shaping SAR with 4× Passive Gain and 2nd-Order Mismatch Error Shaping,"In Paper 9.3, Tsinghua University reports a 90dB-SNDR passive noise-shaping SAR that realizes a 4× passive gain with a 40kHz bandwidth while consuming 67?W.","Jiaxin Liu, Xing Wang, Zijie Gao, Mingtao Zhan, Xiyuan Tang, Nan Sun",,,,,,,,,,,
ISSCC,2020,OS,SAR,0.028,0.02,87.6,600,100000,200000,30.60014878,176.8081875,A 4th-Order Cascaded-Noise-Shaping SAR ADC with 88dB SNDR Over 100kHz Bandwidth,"In Paper 9.4, University of Michigan presents a 4th-order single-channel cascaded-noise-shaping SAR ADC that achieves an 88dB SNDR over 100kHz bandwidth.","Lu Jie, Boyi Zheng, Hsiang-Wen Chen, Runyu Wang, Michael P. Flynn",,,,,,,,,,,
ISSCC,2020,OS,SAR,0.04,0.037,83.8,85.6,625000,1250000,6.7618415,181.4649624,A 13.5b-ENOB Second-Order Noise-Shaping SAR with PVT-Robust Closed-Loop Dynamic Amplifier,"In Paper 9.5, UT Austin describes a second-order noise-shaping SAR ADC uses a calibration-free closed-loop dynamic amplifier to achieve a 13.5b ENOB in a 625kHz bandwidth.","Xiyuan Tang, Xiangxing Yang, Wenda Zhao, Chen-Kai Hsu, Jiaxin Liu, Linxiao Shen, Abhishek Mukherjee, Wei Shi, David Z. Pan, Nan Sun",,,,,,,,,,,
ISSCC,2020,OS,"SAR, Pipe",0.028,0.016,75.2,32,2000000,80000000,6.804309367,177.1382003,A 2.56mW 40MHz-Bandwidth 75dB-SNDR Partial-Interleaving SAR-Assisted NS Pipeline ADC With Background Inter-Stage Offset Calibration,"In Paper 9.6, University of Macau shows a SAR-assisted noise-shaping pipeline ADC using partial interleaving to achieve a 40MHz bandwidth with 75dB SNDR while consuming 2.56mW.","Yan Song, Yan Zhu, Chi Hang Chan, Rui Paulo Martins",,,,,,,,,,,
ISSCC,2020,OS,SDCT,0.028,0.28,67.5,633,168460,30000000,326.8171103,156.4733766,Background Multi-Rate LMS Calibration Circuit for 15MHz-BW 74dB-DR CT 2-2 MASH ?? ADC in 28nm CMOS,"In Paper 9.7, Renesas describes a 2-2 MASH continuous-time ?? ADC in 28nm CMOS with multi-rate LMS background calibration to achieve a 15MHz bandwidth and a 67.5dB SNDR.","Mitsuya Fukazawa, Takashi Oshima, Masaki Fujiwara, Katsuki Tateyama, Alsubaie Raed, Masao Ito, Tetsuya Matsumoto, Tetsuo Matsui",,,,,,,,,,,
ISSCC,2020,OS,SDCT,0.028,0.3,91,136000,22.05,44100,4691.02781,156.6525734,A Low-Cost 4-Channel Reconfigurable Audio Interface for Car Entertainment Systems,"In Paper 9.8, NXP reports a reconfigurable, 4-channel audio ADC in 28nm CMOS that has all references and LDOs on-chip and achieves a peak SNR of 106dB while consuming 6mW.","Robert van Veldhoven, Marco Lammers, Leon van der dussen, Khalid Mabtoul",,,,,,,,,,,
ISSCC,2020,NQ,"Pipe, TI",0.016,2.6,48,72.2,800000000,18000000000,351.9171636,146.4029916,A 12b 18GS/s RF Sampling ADC with an Integrated Wideband Track-and-Hold Amplifier and Background Calibration,"In Paper 16.1, Analog Devices presents a 16nm design that achieves a record 18GS/s with >50 dB linearity. It achieves 48dB SNDR and 54dB SFDR for an 8GHz signal sampled at 18GS/s. This performance is enabled by a wideband track-and-hold amplifier and extensive background calibration.","Ahmed M. A. Ali, Huseyin Dinc, Paritosh Bhoraskar, Scott Bardsley, Chris Dillon, Mohit Kumar, Matthew McShea, Ryan Bunch, Joel Prabhakar, Scott Puckett",,,,,,,,,,,
ISSCC,2020,NQ,"TI, TDC",0.065,0.095,40.1,5.08,5000000000,10000000000,61.4713395,150.0310629,A 4× Interleaved 10GS/s 8b Time-Domain ADC with 16× Interpolation-Based Inter-Stage Gain Achieving >37.5dB SNDR at 18GHz Input,"In Paper 16.2, University of Macau presents a 65nm 8b 10GS/s 4× time-interleaved time-domain pipeline ADC using 16× interpolation-based inter-stage gain. It achieves 37.6dB SNDR for an 18GHz input signal sampled at 10GS/s while consuming 50.8mW.","Minglei Zhang, Yan Zhu, Chi-Hang Chan, Rui P. Martins",,,,,,,,,,,
ISSCC,2020,NQ,Pipe,0.028,0.0166,34.2,1.67,1650000000,3300000000,39.96568961,148.9312125,A Single-Channel 5.5mW 3.3GS/s 6b Fully Dynamic Pipelined ADC with Post-Amplification Residue Generation,"In Paper 16.3, University of Macau presents a 6b 3.3GS/s single-channel pipeline ADC in 28nm. It uses a look-ahead pipeline scheme to allow amplification and comparison to happen at the same time and achieves 34.2dB SNDR for a Nyquist input at 3.3GS/s with 5.5mW of power.","Zihao Zheng, Lai Wei, Jorge Lagos, Ewout Martens, Yan Zhu, Chi-Hang Chan, Jan Craninckx, Rui P. Martins",,,,,,,,,,,
ISSCC,2020,NQ,"Pipe, SAR",0.028,0.018,71.7,7,50000000,100000000,2.227150432,180.2387196,A Calibration-Free 71.7dB SNDR 100MS/s 0.7mW Weighted-Averaging Correlated Level Shifting Pipelined SAR ADC with Speed-Enhancement Scheme,"In Paper 16.4, National Cheng Kung University presents a weighted-averaging correlated level shifting technique for a 14b pipelined SAR manufactured in 28nm CMOS. The design achieves 71.7dB SNDR for a Nyquist input at 100MS/s and consumes only 0.7mW of power.","Tsung-Chih Hung, Jia-Ching Wang, Tai-Haur Kuo",,,,,,,,,,,
ISSCC,2020,NQ,SAR,0.04,0.005,69,14.8,19100000,40000000,6.414937876,174.2944251,A 13b 0.005mm2 40MS/s SAR ADC with kT/C Noise Cancellation,"In Paper 16.5, Tsinghua University presents a 13b 40MS/s ADC fabricated in 40nm CMOS. It reduces kT/C noise by sampling at the output of a preamplifier and achieves 69dB SNDR for Nyquist input at 40MS/s with an input capacitance of only 240fF and 0.59mW of power consumption.","Jiaxin Liu, Xiyuan Tang, Wenda Zhao, Linxiao Shen, Nan Sun",,,,,,,,,,,
ISSCC,2020,OS,"Pipe, VCO",0.016,0.34,58,175,800000000,1600000000,269.6235505,152.5593196,An 800MHz-BW VCO-Based Continuous-Time Pipelined ADC with Inherent Anti-Aliasing and On-Chip Digital Reconstruction Filter,"In Paper 16.6, Analog Devices proposes a continuous-time pipeline ADC with a VCO-based back-end and an on-chip digital reconstruction filter in 16nm FinFET. In addition to peak SNDR of 58dB in an 800MHz bandwidth it offers 41dB inherent anti-alias filtering for 280mW of power.","Hajime Shibata, Gerry Taylor, Bob Schell, Victor Kozlov, Sharvil Patil, Donald Paterson, Asha Ganesan, Yunzhi Dong, Wenhua Yang, Yue Yin, Zhao Li, Prawal Shrestha, Athreya Gopal, Aathreya Bhat, Shanthi Pavan",,,,,,,,,,,
ISSCC,2020,NQ,VCO,0.028,0.023,76.2,219,40000000,80000000,41.45502218,169.7902194,A 40MHz-BW 76.2dB/78.0dB SNDR/DR Noise-Shaping Nonuniform Sampling ADC with Single Phase-Domain Level Crossing and Embedded Nonuniform Digital Signal Processor in 28nm CMOS,"In Paper 16.7, the University of Southern California introduces a noise-shaping non-uniform sampling ADC with phase-domain level crossing and an embedded digital signal processor in 28nm. This design achieves 76.2dB SNDR in a 40MHz bandwidth while consuming a total power of 55.5mW.","Tzu-Fan Wu, Mike Shuo-Wei Chen",,,,,,,,,,,
ISSCC,2020,OS,"SDCT, VCO",0.11,0.078,80.4,325,10000,20000,37.97445275,172.2708664,A 6.5?W 10kHz-BW 80.4dB-SNDR Continuous-Time ?? Modulator with Gm-Input and 300mVpp Linear Input Range for Closed-Loop Neural Recording,"In Paper 26.6, Yonsei University describes a Continuous-Time ?? Modulator for closed-loop neural recording. The modulator with Gm-input achieves 300mVpp linear input range and 80.4dB SNDR, consuming 6.5?W with a signal BW of 10kHz, exhibiting 172.3dB FoM.","Changuk Lee, Taejune Jeon, MoonHyung Jang, Sanggeon Park, Yeowool Huh, Youngcheol Chae",,,,,,,,,,,
ISSCC,2020,NQ,SAR,0.35,,54.1,32.7,33,25000,78.6,155.979865,A Trimodal Wireless Implantable Neural Interface System-on-Chip,"In Paper 26.8, North Carolina State University presents a trimodal neural interface SoC with 16 optical and 8 electrical stimulation channels. A 16-channel AFE provides 55-to-70dB gain and 1-to-100Hz low cutoff with 3.46?Vrms inputreferred noise. The SoC in 0.35?m receives >20.7mW via a 13.56MHz inductive link, which also carries forward data at 50kb/s.","Yaoyao Jia, Ulkuhan Guler, Yen-Pang Lai, Yan Gong, Arthur Weber, Wen Li, Maysam Ghovanloo",,,,,,,,,,,
ISSCC,2021,NQ,"SAR, TI",0.07,,35.1,3.11,19390000000,1.00E+11,67,147.1572908,A Highly Reconfigurable 40-97GS/s DAC and ADC with 40GHz AFE Bandwidth and Sub-35fJ/conv-step for 400Gb/s Coherent Optical Applications in 7nm FinFET,"In Paper 8.6, Inphi presents reconfigurable 40-to-97GS/s 8b DACs and ADCs which are fully integrated in a 7nm FinFET DSP chip targeting 400Gb/s coherent optical links. It achieves 40GHz AFE bandwidth and a Walden FOM <35fJ/conv-step.","R. L. Nguyen, A. M. Castrillon, A. Fan, A. Mellati, B. T. Reyes, C. Abidin, E. Olsen, F. Ahmad, G. Hatcher, J. Chana, L. Biolato, L. Tse, L. Wang, L. Wang, M. Azarmnia, M. Davoodi, N. Campos, N. Fan, P. Prabha, Q. Lu, S. Cyrusian, S. Dallaire, S. Ho, S. Jantzi, T. Dusatko, W. Elsharkasy",,,,,,,,,,,
ISSCC,2021,OS,SDCT,0.028,0.07,100.6,2420,24000,48000,27.58825712,183.7575325,A 116?W 104.4dB-DR 100.6dB-SNDR CT ?? Audio ADC Using Tri-Level Current-Steering DAC with Gate-Leakage Compensated Off-Transistor-Based Bias Noise Filter ,"In Paper 10.1, Samsung Electronics presents a 116?W audio-band CT ?? ADC using a tri-level current-steering DAC with a gate-leakage-compensated noise filter that achieves 104.4dB dynamic range in 24kHz bandwidth resulting in a 187.5dB Schreier FoM.","C. Lo, J. Lee, Y. Lim, Y. Yoon, H. Hwang, J. Lee, M. Choi, M. Lee, S. Oh, J. Lee",,,,,,,,,,,
ISSCC,2021,OS,SDCT,0.065,0.39,100.9,2900,24000,48000,31.93593099,183.2719644,A 139?W 104.8dB-DR 24kHz-BW CT??M with Chopped AC-Coupled OTA-Stacking and FIR DACs,"In Paper 10.2, the University of California San Diego reports a CT ??M for audio applications with chopped Accoupled OTA-stacking and FIR DACs that achieves 104.8dB dynamic range in a 24kHz bandwidth and consumes 139?W resulting in a 187.2dB Schreier FoM.","S. Mondal, O. Ghadami, D. A. Hall",,,,,,,,,,,
ISSCC,2021,OS,SDCT,0.028,0.088,67.5,67,10000000,200000000,34.57381009,166.228952,A 100MHz-BW 68dB-SNDR Tuning-Free Hybrid-Loop DSM with an Interleaved Bandpass Noise-Shaping SAR Quantizer,"In Paper 10.3, University of Michigan describes a tuning-free hybrid-loop ?? modulator with an interleaved bandpass noise-shaping SAR quantizer that achieves 68dB SNDR in a 100MHz bandwidth.","L. Jie, H-W. Chen, B. Zheng, M. P. Flynn",,,,,,,,,,,
ISSCC,2021,OS,SDCT,0.04,0.057,80.9,148,3000000,25000000,16.32553367,176.1870829,A 3.7mW 12.5MHz 81dB-SNDR 4th-Order CTDSM with Single-OTA and 2nd-Order NS-SAR,"In Paper 10.4, University of Texas at Austin presents a 4th-order CT ?? modulator with single-OTA and 2nd-order NS-SAR that achieves 81dB-SNDR in 12.5MHz bandwidth and consumes 3.7mW.","W. Shi, J. Liu, A. Mukherjee, X. Yang, X. Tang, L. Shen, W. Zhao, N. Sun",,,,,,,,,,,
ISSCC,2021,NQ,"Pipe, SDCT",0.007,0.037,55.3,21.7,300000000,600000000,45.55387543,158.931779,A 12b 600MS/s Pipelined SAR and 2×-Interleaved Incremental Delta-Sigma ADC with Source-Follower-Based Residue-Transfer Scheme in 7nm FinFET,"In Paper 10.5, Samsung Electronics reports a 12b 600MS/s pipelined SAR and 2×-interleaved Incremental ?? ADC in 7nm FinFET.","S. Baek, I. Jang, M. Choi, H. Roh, W. Lim, Y. Cho, J. Shin",,,,,,,,,,,
ISSCC,2021,NQ,SAR,0.04,0.045,33.4,0.778,450000000,900000000,20.35625483,151.4811447,A 1GS/s 6-to-8b 0.5mW/Qubit Cryo-CMOS SAR ADC for Quantum Computing in 40nm CMOS,"In Paper 13.4, Delft University of Technology presents an A/D conversion applied to measurements of qubits after readout. The proposed 1GS/s ADC achieves 36.2dB SNDR at 4K, supporting multiple qubit readout at less than 0.5mW/qubit.","Gerd Kiene, Alessandro Catania, Ramon Overwater, Paolo Bruschi, Edoardo Charbon, Masoud Babaie, Fabio Sebastiano",,,,,,,,,,,
ISSCC,2021,OS,SAR,0.04,0.094,93.3,680,0.05,500000,17.99089626,181.9646109,A 250kHz-BW 93dB-SNDR 4th-Order Noise-Shaping SAR Using Capacitor Stacking and Dynamic Buffering,"In Paper 27.1, Tsinghua University presents a 4th-order noise-shaping SAR that achieves 93dB SNDR over 250kHz bandwidth with 340?W power, leading to a Schreier FoM of 182dB. This NS-SAR has low complexity and is PVTrobust.","J. Liu, D. Li, Y. Zhong, X. Tang, N. Sun",,,,,,,,,,,
ISSCC,2021,NQ,SAR,0.18,0.348,86.7,78,3000,6000,4.432733013,184.728754,14.1-ENOB 184.9dB-FoM Capacitor-Array-Assisted Cascaded Charge-Injection SAR ADC,"In Paper 27.2, the University of Michigan introduces a Nyquist-rate capacitor-array-assisted cascaded charge-injection SAR ADC with 17b resolution. It achieves 14.14b ENOB and a 184.9dB Schreier FoM.","K. Choo, H. An, D. Sylvester, D. Blaauw",,,,,,,,,,,
ISSCC,2021,OS,SAR,0.065,0.04,84.8,95.2,100000,1250000,6.702289572,182.0033306,A 13.8-ENOB 0.4pF-CIN 3rd-Order Noise-Shaping SAR in a Single-Amplifier EF-CIFF Structure with Fully Dynamic Hardware-Reusing kT/C Noise Cancelation ,"In Paper 27.3, Georgia Institute of Technology describes a 3rd-order NS-SAR ADC featuring an EF-CIFF hybrid structure with kT/C noise cancelling. Fabricated in 65nm, the prototype achieves 13.8b ENOB consuming 119uW, leading to a 182dB Schreier FoM.","T-H. Wang, R. Wu, V. Gupta, S. Li",,,,,,,,,,,
ISSCC,2021,NQ,"Pipe, SAR",0.04,0.056,75.7,20.5,18000000,40000000,4.120166316,179.5668684,A 0.4-to-40MS/s 75.7dB-SNDR Fully Dynamic Event-Driven Pipelined ADC with 3-Stage Cascoded Floating Inverter Amplifier,"In Paper 27.4, the University of Texas at Austin presents a pipelined SAR ADC equipped with a 3-stage fully dynamic floating inverter amplifier that achieves consistent 75.7dB SNDR and linearly scaled power from 0.4MS/s to 40MS/s.","X. Tang, X. Yang, J. Liu, W. Shi, D. Z. Pan, N. Sun",,,,,,,,,,,
ISSCC,2021,OS,"SAR, TI",0.022,0.006,66.3,16,12000000,160000000,9.457978046,171.2685002,An 80MHz-BW 640MS/s Time-Interleaved Passive Noise-Shaping SAR ADC in 22nm FDSOI Process,"In Paper 27.5, MediaTek introduces a fully passive, time-interleaved noise-shaping SAR ADC in 22nm FDSOI. This ADC achieves a peak SNDR of 66.3dB over 80MHz bandwidth at 640MS/s and consumes 2.56mW.","C-Y. Lin, Y-Z. Lin, C-H. Tsai, C-H. Lu",,,,,,,,,,,
